DeclarationNumber,DeclarantIdentification,PointOfClearance,ErrorCode,ErrorDescription,ErrorPointer,RejectionTimestamp
DK240695263,DK1798112150,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-21 08:36:33
DK240654788,DK2825989011,CO000002,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2024-06-21 08:44:25
DK240646626,DK9421518487,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-21 08:59:32
DK240617413,DK1106456634,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-21 10:30:33
DK240655932,DK3746317213,CO000001,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2024-06-21 10:46:42
DK240638221,DK2627677155,CO000002,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2024-06-21 11:05:42
DK240663256,DK2960488639,CO000003,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2024-06-21 12:04:15
DK240652944,DK6204041308,CO000002,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-21 12:41:40
DK240654406,DK2785736751,CO000002,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2024-06-21 12:41:54
DK240669308,DK3343292475,CO000003,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2024-06-21 13:26:31
DK240649371,DK4026113008,CO000001,CWM10023,Wrong procedure category,Import_Declaration.AdditionalCode,2024-06-21 14:39:28
DK240685331,DK1676168421,CO000001,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2024-06-21 15:37:52
DK240687399,DK7625464411,CO000003,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2024-06-21 17:53:47
DK240625708,DK9916336966,CO000003,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2024-06-21 20:56:06
DK240641168,DK6859286614,CO000003,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-21 22:58:18
DK240681310,DK9410288290,CO000003,CWM12070,Total number of packages should be greater than zero if there is at least one package for declared items,Import_Declaration.TotalPackages,2024-06-22 08:34:33
DK240675288,DK6204041308,CO000002,CWM12006,Authorization warning: invalid import/export license number,Import_Declaration.ExporterIdentification,2024-06-22 09:49:20
DK240641453,DK9673185158,CO000003,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-22 19:29:42
DK240648495,DK4712367625,CO000003,TMSV9999,Unknown error result,,2024-06-22 22:11:39
DK240698862,DK3343292475,CO000002,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2024-06-23 09:29:37
DK240663244,DK6923206003,CO000003,CWM12072,Gross mass should be greater or equal than the sum of all individual gross mass,Import_Declaration.TotalGrossMass,2024-06-23 16:05:24
DK240689888,DK9922723063,CO000003,CWM10039,The LRN maximum allowed length is 20 characters,Import_Declaration.LRN,2024-06-23 18:27:13
DK240616781,DK4482141802,CO000001,CWM12006,Authorization warning: invalid import/export license number,Import_Declaration.ImporterIdentification,2024-06-24 08:01:01
DK240644282,DK3660223333,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-24 09:35:50
DK240692843,DK7625464411,CO000002,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-24 11:16:53
DK240619560,DK1676168421,CO000003,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-24 11:20:52
DK240668062,DK7114223633,CO000001,CWM10039,The LRN maximum allowed length is 20 characters,Import_Declaration.LRN,2024-06-24 11:34:50
DK240631233,DK5033992825,CO000002,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-24 11:48:22
DK240647667,DK8235363119,CO000002,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2024-06-24 12:17:14
DK240698693,DK7271954644,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-24 14:31:17
DK240626954,DK9703905715,CO000002,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2024-06-24 15:22:17
DK240663489,DK4633987776,CO000003,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2024-06-24 16:26:51
DK240630764,DK5951406973,CO000003,CWM10022,Prelodged declaration already processed,Import_Declaration.DeclarationNumber,2024-06-24 21:18:08
DK240670402,DK2139027119,CO000002,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-25 09:04:29
DK240612426,DK9421518487,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-25 09:12:16
DK240646106,DK2139027119,CO000002,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2024-06-25 09:46:51
DK240611881,DK3361388464,CO000002,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2024-06-25 10:02:51
DK240663075,DK8737025391,CO000003,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2024-06-25 11:13:30
DK240631909,DK8531118333,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-25 11:41:32
DK240655206,DK7803990970,CO000002,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2024-06-25 12:46:13
DK240626195,DK8370987661,CO000003,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-25 13:10:53
DK240628614,DK4919706735,CO000002,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-25 13:15:49
DK240668447,DK5728765136,CO000001,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2024-06-25 13:17:51
DK240611190,DK1664847319,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-25 14:36:33
DK240641217,DK2591589823,CO000001,CWM10039,The LRN maximum allowed length is 20 characters,Import_Declaration.LRN,2024-06-25 16:02:34
DK240643689,DK1676168421,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-25 16:58:57
DK240646012,DK3691864041,CO000003,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2024-06-26 05:34:05
DK240695775,DK9922723063,CO000001,CWM12070,Total number of packages should be greater than zero if there is at least one package for declared items,Import_Declaration.TotalPackages,2024-06-26 08:52:55
DK240663904,DK9421518487,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-26 10:01:30
DK240655204,DK5033992825,CO000002,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-26 11:03:46
DK240643549,DK5160575046,CO000002,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-26 13:06:46
DK240659370,DK2825989011,CO000001,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2024-06-26 13:19:40
DK240622426,DK3710566582,CO000003,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2024-06-26 21:03:49
DK240677884,DK1939042955,CO000001,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2024-06-27 08:03:47
DK240643970,DK3555656321,CO000003,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2024-06-27 09:25:32
DK240692533,DK9894847574,CO000002,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2024-06-27 10:13:48
DK240655569,DK8531118333,CO000001,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2024-06-27 10:43:12
DK240637131,DK8168204967,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-27 11:44:37
DK240615030,DK8737025391,CO000002,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2024-06-27 13:08:20
DK240678322,DK8934927891,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-27 14:40:11
DK240658117,DK5161807235,CO000001,CWM12072,Gross mass should be greater or equal than the sum of all individual gross mass,Import_Declaration.TotalGrossMass,2024-06-27 14:57:19
DK240615917,DK4361393222,CO000002,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2024-06-27 15:01:50
DK240688566,DK5837082260,CO000001,CWM12006,Authorization warning: invalid import/export license number,Import_Declaration.ImporterIdentification,2024-06-27 15:03:48
DK240658990,DK8763140509,CO000003,CWM10039,The LRN maximum allowed length is 20 characters,Import_Declaration.LRN,2024-06-27 18:45:22
DK240688238,DK8370987661,CO000001,CWM10022,Prelodged declaration already processed,Import_Declaration.DeclarationNumber,2024-06-28 01:24:16
DK240625542,DK3361388464,CO000002,CWM10022,Prelodged declaration already processed,Import_Declaration.DeclarationNumber,2024-06-28 06:04:48
DK240658533,DK7166868574,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-28 06:33:25
DK240619191,DK9922723063,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-28 07:34:55
DK240633172,DK4642197907,CO000001,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2024-06-28 07:46:44
DK240696142,DK5160575046,CO000003,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2024-06-28 08:11:47
DK240691660,DK2139027119,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-28 08:12:42
DK240681399,DK8047877267,CO000001,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2024-06-28 08:50:55
DK240680916,DK5837082260,CO000001,TMSV9999,Unknown error result,,2024-06-28 09:16:58
DK240685437,DK6923206003,CO000001,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2024-06-28 09:30:06
DK240639964,DK5067116918,CO000001,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2024-06-28 09:50:41
DK240619517,DK1104906255,CO000001,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2024-06-28 11:55:52
DK240683132,DK7625464411,CO000001,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2024-06-28 12:36:25
DK240647582,DK8934927891,CO000002,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2024-06-28 13:15:00
DK240650787,DK6923206003,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-28 14:16:50
DK240657118,DK5510938155,CO000001,CWM10039,The LRN maximum allowed length is 20 characters,Import_Declaration.LRN,2024-06-28 14:36:54
DK240621798,DK4361393222,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-28 14:40:53
DK240661599,DK7462972995,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-28 14:41:17
DK240622327,DK9123612497,CO000002,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-28 14:48:56
DK240654242,DK9526836552,CO000003,CWM12070,Total number of packages should be greater than zero if there is at least one package for declared items,Import_Declaration.TotalPackages,2024-06-28 16:37:07
DK240679712,DK4783282817,CO000003,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2024-06-28 16:45:12
DK240629322,DK5646751885,CO000003,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2024-06-28 21:15:23
DK240649168,DK9904586976,CO000002,CWM10022,Prelodged declaration already processed,Import_Declaration.DeclarationNumber,2024-06-29 00:30:53
DK240677236,DK4289233844,CO000001,CWM10022,Prelodged declaration already processed,Import_Declaration.DeclarationNumber,2024-06-29 00:35:43
DK240688241,DK9807209816,CO000003,CWM12070,Total number of packages should be greater than zero if there is at least one package for declared items,Import_Declaration.TotalPackages,2024-06-29 05:09:58
DK240640325,DK8737025391,CO000002,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-06-29 08:15:41
DK240631092,DK9697354961,CO000002,CWM12006,Authorization warning: invalid import/export license number,Import_Declaration.ImporterIdentification,2024-06-30 12:26:59
DK240625423,DK2960488639,CO000002,CWM12006,Authorization warning: invalid import/export license number,Import_Declaration.ExporterIdentification,2024-06-30 12:37:17
DK240613750,DK7045593274,CO000003,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-30 17:39:09
DK240685176,DK1311570307,CO000003,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-06-30 19:57:52
DK240756699,DK3476426797,CO000001,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2024-07-01 08:21:56
DK240777863,DK1977515194,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-07-01 08:23:22
DK240767687,DK8826851692,CO000002,CWM10023,Wrong procedure category,Import_Declaration.AdditionalCode,2024-07-01 08:27:50
DK240740055,DK3792347639,CO000001,TMSV9999,Unknown error result,,2024-07-01 09:42:19
DK240710246,DK2351531223,CO000002,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-07-01 09:49:21
DK240732634,DK8285786023,CO000003,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2024-07-01 09:52:27
DK240738013,DK5510938155,CO000002,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-07-01 10:06:23
DK240713273,DK1977515194,CO000002,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2024-07-01 10:26:45
DK240719371,DK4482141802,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-07-01 10:35:31
DK240729639,DK3987248494,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-07-01 13:02:22
DK240789951,DK3479708607,CO000001,CWM12070,Total number of packages should be greater than zero if there is at least one package for declared items,Import_Declaration.TotalPackages,2024-07-01 13:32:34
DK240787971,DK4226113732,CO000001,CWM12006,Authorization warning: invalid import/export license number,Import_Declaration.ExporterIdentification,2024-07-01 13:56:16
DK240740326,DK1939042955,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-07-01 13:59:50
DK240776449,DK8299146480,CO000002,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2024-07-01 14:26:19
DK240798369,DK7099469983,CO000002,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2024-07-01 14:59:38
DK240738640,DK8377088167,CO000001,CWM10023,Wrong procedure category,Import_Declaration.AdditionalCode,2024-07-01 15:35:11
